"Title","Movie Release Year","Running Time","IMDb Rating","Genre","Format","Is TV Series","Release Year","Seen It","Front Cover"
"Declassified: Untold Stories Of American Spies: Season 1","2016","336 mins","7.9","Documentary; Thriller","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DeclassifiedUntoldStoriesO50868_f.jpg"
"Declassified: Untold Stories Of American Spies: Season 2","2017","336 mins","7.9","Documentary; Thriller","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DeclassifiedUntoldStoriesO53250_f.jpg"
"Declassified: Untold Stories Of American Spies: Season 3","2019","252 mins","7.9","Documentary; Thriller","Vudu","Yes","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DeclassifiedUntoldStoriesO53263_f.jpg"
"The Deep","1977","123 mins","6.3","Adventure; Mystery; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheDeep19779960_f.jpg"
"Deepwater Horizon","2016","107 mins","7.1","Action; Drama; History; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DeepwaterHorizon201657369_f.jpg"
"The Defiant Ones","1958","96 mins","7.5","Crime; Drama","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheDefiantOnes195813036_f.jpg"
"Definitely, Maybe","2008","112 mins","7.1","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DefinitelyMaybe200860564_f.jpg"
"Deliver Us from Eva","2003","105 mins","6.0","Comedy; Drama; Romance","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DeliverUsfromEva200360581_f.jpg"
"De-Lovely","2004","125 mins","6.6","Biography; Drama; Music; Musical","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DeLovely200412998_f.jpg"
"Demolition Man","1993","115 mins","6.7","Action; Science Fiction; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DemolitionMan199324610_f.jpg"
"Den Of Thieves 2: Pantera","2025","144 mins","6.3","Action; Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\DenOfThieves2Pantera20260129_f.jpg"
"The Departed","2006","151 mins","8.5","Crime; Drama; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheDeparted20061623_f.jpg"
"The Descent","2005","99 mins","7.2","Adventure; Horror; Thriller","Vudu","No","","No","C:\Users\natha\OneDrive\Documents\Movie Collector\Images\TheDescent2005876731YIK_f.jpg"
